CardID,SetNum,SetName,Rarity,RarityCode,CardNumber,Title,Kind,Culture,Twilight,CardType,GameText,WikiID
15U140,15,15 - The Hunters,Uncommon,U,140,Spear of the Mark,Free Peoples,Rohan,1,Possession,"Bearer must be a Man. If bearer is mounted, bearer is defender +1.",LOTR-EN15S140.0
17U117,17,17 - Rise of Saruman,Uncommon,U,117,Spear of the White Hand,Shadow,Uruk-hai,0,Possession,Bearer must be an Uruk-hai.,LOTR-EN17S117.0
8U46,8,8 - Siege of Gondor,Uncommon,U,46,Spectral Sword,Free Peoples,Gondor,0,Possession,Bearer must be a Wraith. Skirmish: Discard 3 cards from hand to heal bearer.,LOTR-EN08S046.0
31S154,31,31 - The Hobbit Draft Game: Shadow Packs,Starter,S,154,Spider Nest,Shadow,File:Culture Spider.svg Spider,2,Condition,"To play, spot a Spider. Assignment: Discard an Orc from play to play a Spider from your draw deck or discard pile. Its twilight cost is -2 (or -4 at a forest).",HDG-EN31S054.0
8C28,8,8 - Siege of Gondor,Common,C,28,Spider Poison,Shadow,Gollum,1,Possession,"Skirmish: Remove a threat or a burden to transfer this possession to a companion skirmishing Shelob. Each time bearer is assigned to a skirmish, bearer must exert.",LOTR-EN08S028.0
6U84,6,6 - Ents of Fangorn,Uncommon,U,84,Spied From Above,Shadow,Ringwraith,1,Condition,Regroup: Exert a Nazgûl twice to play a or minion. That minion’s twilight cost is –8 and it comes into play exhausted.,LOTR-EN06S084.0
15R24,15,15 - The Hunters,Rare,R,24,Spied From Afar,Free Peoples,Elven,2,Condition,"To play, spot 3 Elves. While you can spot an follower, the twilight cost of each Shadow possession is +1. Skirmish: Discard this condition to make an companion strength +1 for each archer companion you can spot.",LOTR-EN15S024.0
2U92,2,2 - Mines of Moria,Uncommon,U,92,Spies of Mordor,Shadow,Sauron,1,Condition,"Search. To play, spot a Orc. Each time the fellowship moves during the regroup phase, you may draw a card (or 2 cards if you spot a tracker).",LOTR-EN02S092.0
1R140,1,1 - The Fellowship of the Ring,Rare,R,140,Spies of Saruman,Shadow,Isengard,2,Condition,"To play, exert a minion. Plays on a site. While the fellowship is at this site, skip the archery phase. Discard this condition at the end of the turn.",LOTR-EN01S140.0
16R5,16,16 - The Wraith Collection,Rare,R,5,Spirit of Dread,Shadow,Ringwraith,7,Minion,"Enduring. While you can spot another Wraith, wounds cannot be healed and burdens can not be removed (except by Wraiths). Skrimish: Exert Spirit of Dread to make another Wraith strength +1.",LOTR-EN16S005.0
17U34,17,17 - Rise of Saruman,Uncommon,U,34,Spirit of the White Tree,Free Peoples,Gondor,1,Condition,"Bearer must be a companion. An opponent can not play skirmish events or use skirmish special abilities during skirmishes involving bearer. Each time a Shadow player adds a burden, discard this condition.",LOTR-EN17S034.0
13C24,13,13 - Bloodlines,Common,C,24,Sprang Forth Nimbly,Free Peoples,Elven,2,Event,Make an Elf strength +1 for each card that has an token on it.,LOTR-EN13S024.0
0P76,0,0 - Promotional,Promo,P,76,Spurred to Battle,Shadow,Orc,1,Condition,"To play, exert an minion. At the start of the Shadow phase, add .",LOTR-EN00S076.0
11U139,11,11 - Shadows,Uncommon,U,139,Spurred to Battle,Shadow,Orc,1,Condition,"To play, exert an minion. At the start of the Shadow phase, add .",LOTR-EN11S139.0
11U99,11,11 - Shadows,Uncommon,U,99,Squad of Haradrim,Shadow,Men,3,Minion,Regroup: Spot another minion and 2 Free Peoples characters who each have resistance 5 or less to make the move limit –1 for this turn.,LOTR-EN11S099.0
11C202,11,11 - Shadows,Common,C,202,Squad of Uruk-hai,Shadow,Uruk-hai,4,Minion,"Damage +1. While this minion is skirmishing a character who has resistance 4 or less, this minion is Damage +1.",LOTR-EN11S202.0
18C74,18,18 - Treachery & Deceit,Common,C,74,Squint-eyed Southerner,Shadow,Men,4,Minion,"While the fellowship is in region 1, this minion is strength +4. While the fellowship is in region 2, this minion is strength +2.",LOTR-EN18S074.0
11S259,11,11 - Shadows,Starter,S,259,Stables,None,Site,,Site,"At the start of your fellowship phase, you may exert a Man to play a mount from your draw deck.",LOTR-EN11S259.0
4U339,4,4 - The Two Towers,Uncommon,U,339,Stables,None,Site,,Site,Sanctuary. Fellowship: Exert a Man to play a mount from your draw deck (limit once per turn).,LOTR-EN04S339.0
2R27,2,2 - Mines of Moria,Rare,R,27,Staff Asunder,Free Peoples,Gandalf,0,Event,Spell. Skirmish: Discard a staff Gandalf is bearing and then exert him twice to discard a minion he is skirmishing.,LOTR-EN02S027.0
13R81,13,13 - Bloodlines,Rare,R,81,"Staff of Saruman, Fallen Istar's Stave",Shadow,Isengard,2,Artifact,"Bearer must be a Wizard. Regroup: If Saruman is the only minion you can spot, discard this artifact from play to return him to your hand.",LOTR-EN13S081.0
1C24,1,1 - The Fellowship of the Ring,Common,C,24,Stairs of Khazad-dum,Free Peoples,Dwarven,0,Condition,"Tale. While a Dwarf skirmishes a minion, that Dwarf is strength +1.",LOTR-EN01S024.0
12U14,12,12 - Black Rider,Uncommon,U,14,Stalwart Support,Free Peoples,Dwarven,0,Condition,"Each Dwarf gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Each time the fellowship moves from a plains site, discard a card from your hand.",LOTR-EN12S014.0
10R51,10,10 - Mount Doom,Rare,R,51,Stampeded,Shadow,Raider,0,Event,"If a Free Peoples possession is played, spot a card to discard that possession. If that possession was a or possession, wound an unbound Man.",LOTR-EN10S051.0
17R49,17,17 - Rise of Saruman,Rare,R,49,Stampeding Chief,Shadow,Men,8,Minion,"Damage +1. Fierce. If you play Stampeding Chief from your hand, remove and spot another minion or discard Stampeding Chief.",LOTR-EN17S049.0
17RF10,17,17 - Rise of Saruman,RF,RF,10,Stampeding Chief,Shadow,Men,8,Minion,"Damage +1. Fierce. If you play Stampeding Chief from your hand, remove and spot another minion or discard Stampeding Chief.",LOTR-EN17A010.0
17C50,17,17 - Rise of Saruman,Common,C,50,Stampeding Hillsman,Shadow,Men,2,Minion,Regroup: Spot a minion in your discard pile and discard this minion to place that minion on your support area possession.,LOTR-EN17S050.0
17C51,17,17 - Rise of Saruman,Common,C,51,Stampeding Madman,Shadow,Men,6,Minion,"To play, spot 2 Men. When you play this minion, you may make the Free Peoples player exert a companion for each site you control.",LOTR-EN17S051.0
17R52,17,17 - Rise of Saruman,Rare,R,52,Stampeding Ransacker,Shadow,Men,6,Minion,"To play, spot 2 Men. Each time this minion wins a skirmish and you can spot a site you control, exhaust an unbound companion.",LOTR-EN17S052.0
17C53,17,17 - Rise of Saruman,Common,C,53,Stampeding Savage,Shadow,Men,3,Minion,Maneuver: Discard this minion and X minions stacked on a possession to play a minion from your discard pile. That minion is twilight cost -X.,LOTR-EN17S053.0
17C54,17,17 - Rise of Saruman,Common,C,54,Stampeding Shepherd,Shadow,Men,5,Minion,Fierce. Maneuver: Discard this minion and a minion with a twilight cost 2 or less from play to play Stampeding Chief from your draw deck. It is twilight cost -8.,LOTR-EN17S054.0
1U63,1,1 - The Fellowship of the Ring,Uncommon,U,63,Stand Against Darkness,Free Peoples,Elven,1,Event,"Maneuver: Exert an Elf to discard a minion, a condition, or a possession.",LOTR-EN01S063.0
12U131,12,12 - Black Rider,Uncommon,U,131,Stand Together,Free Peoples,Shire,0,Condition,"Each time a Hobbit wins a skirmish, he or she gains muster until the end of the turn. (At the start of the regroup phase, you may discard a card from hand to draw a card.)",LOTR-EN12S131.0
7U120,7,7 - Return of the King,Uncommon,U,120,Stand to Arms,Free Peoples,Gondor,0,Event,"If you have initiative, discard 2 cards from hand to wound a roaming minion skirmishing a Man twice.",LOTR-EN07S120.0
13C25,13,13 - Bloodlines,Common,C,25,Standing Tall,Free Peoples,Elven,1,Condition,Skirmish: Discard this condition from play to make a minion skirmishing an Elf strength –1 for each of the following that is true: it is skirmishing a companion who has resistance 4 or more; it is wounded; you can spot an Elf archer; the fellowship is at a forest site.,LOTR-EN13S025.0
12U193,12,12 - Black Rider,Uncommon,U,193,Starkhorn,None,Site,,Site,"Mountain. Each time your Dwarf wins a skirmish, you may draw a card.",LOTR-EN12S193.0
7R48,7,7 - Return of the King,Rare,R,48,Stay This Madness,Free Peoples,Gandalf,0,Condition,"To play, spot Gandalf. Each time the fellowship moves, add a threat or discard this condition. Regroup: Discard this condition to wound 2 minions.",LOTR-EN07S048.0
7U49,7,7 - Return of the King,Uncommon,U,49,Steadfast Champion,Free Peoples,Gandalf,2,Condition,Bearer must be Gandalf. Each minion gains this ability: “Assignment: Assign this minion to Gandalf.” Regroup: Discard this condition to discard a minion and heal a companion 3 times.,LOTR-EN07S049.0
12C172,12,12 - Black Rider,Common,C,172,Steed of Mordor,Shadow,Ringwraith,2,Possession,"Bearer must be a Nazgûl. Bearer gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Each time bearer wins a skirmish, you may draw 2 cards.",LOTR-EN12S172.0
7U334,7,7 - Return of the King,Uncommon,U,334,Steps of Edoras,None,Site,,Site,Each companion is defender +1 until the end of the turn.,LOTR-EN07S334.0
7R251,7,7 - Return of the King,Rare,R,251,Stern People,Free Peoples,Rohan,3,Condition,"To play, spot 2 Men. Regroup: Discard cards from hand equal to the number of cards in an opponent’s hand to make the move limit +1 for this turn. Each Shadow player may take up to 4 cards into hand from his or her discard pile. Discard this condition.",LOTR-EN07S251.0
19P9,19,19 - Age's End,Promo,P,9,Stern Words,Free Peoples,Gandalf,2,Condition,"To play, spot a Wizard. Bearer must be a companion. Each time bearer wins a skirmish, you may transfer this condition to another companion.",LOTR-EN19S009.0
10U119,10,10 - Mount Doom,Uncommon,U,119,Steward's Tomb,None,Site,,Site,Wounds cannot be prevented or healed. Burdens cannot be removed.,LOTR-EN10S119.0
18U139,18,18 - Treachery & Deceit,Uncommon,U,139,Steward's Tomb,None,Site,,Site,Wounds cannot be prevented or healed. Burdens cannot be removed.,LOTR-EN18S139.0
13U75,13,13 - Bloodlines,Uncommon,U,75,Stewards' Legacy,Free Peoples,Gondor,2,Condition,"Each time Denethor exerts, he gains muster until the end of the regroup phase. Each time Boromir exerts, you may exert a minion. Each time Faramir exerts, you may spot a minion to prevent it from using special abilites until the regroup phase.",LOTR-EN13S075.0
1C25,1,1 - The Fellowship of the Ring,Common,C,25,Still Draws Breath,Free Peoples,Dwarven,0,Event,"Response: If a Dwarf wins a skirmish, heal that Dwarf.",LOTR-EN01S025.0
8U29,8,8 - Siege of Gondor,Uncommon,U,29,Still Far Ahead,Free Peoples,Gollum,0,Event,Spot Sméagol to play the fellowship’s next site (replacing opponent’s site if necessary). The Shadow number of the fellowship’s next site is -1 until the end of the turn.,LOTR-EN08S029.0
7C29,7,7 - Return of the King,Common,C,29,Still Needed,Free Peoples,Elven,2,Event,Make an Elf strength +2. You may place this event on top of your draw deck.,LOTR-EN07S029.0
3U46,3,3 - Realms of the Elf-lords,Uncommon,U,46,Still Sharp,Free Peoples,Gondor,0,Event,Skirmish: Spot The Shards of Narsil to make a companion strength +3 and damage +1.,LOTR-EN03S046.0
4C175,4,4 - The Two Towers,Common,C,175,Still They Came,Shadow,Isengard,1,Event,Skirmish: Exert an Uruk-hai who is not assigned to a skirmish to make another Uruk-hai strength +3.,LOTR-EN04S175.0
19P3,19,19 - Age's End,Promo,P,3,Still Twitching,Free Peoples,Dwarven,1,Condition,"Bearer must be a companion. Bearer gains Hunter 2. Each time bearer wins a skirmish, you may transfer this condition to another companion. At the end of each turn, if bearer did not win a skirmish this turn, discard this condition from play.",LOTR-EN19S003.0
5R116,5,5 - Battle of Helm's Deep,Rare,R,116,"Sting, Baggins Heirloom",Free Peoples,Shire,1,Possession,Bearer must be Frodo. Skirmish: Exert Frodo to make Sméagol strength +2 or Gollum strength -2.,LOTR-EN05S116.0
8R113,8,8 - Siege of Gondor,Rare,R,113,"Sting, Bane of the Eight Legs",Free Peoples,Shire,1,Possession,"Bearer must be Frodo or Sam. Response: If a fierce skirmish involving bearer is about to end, add a threat to discard a minion involved in that skirmish.",LOTR-EN08S113.0
18R113,18,18 - Treachery & Deceit,Rare,R,113,"Sting, Elven Long Knife",Free Peoples,Shire,2,Possession,Bearer must be Bilbo or Frodo. Regroup: Exert bearer to remove a threat.,LOTR-EN18S113.0
18RF16,18,18 - Treachery & Deceit,RF,RF,16,"Sting, Elven Long Knife",Free Peoples,Shire,2,Possession,Bearer must be Bilbo or Frodo. Regroup: Exert bearer to remove a threat.,LOTR-EN18A016.0
0P84,0,0 - Promotional,Promo,P,84,"Sting, Weapon of Heritage",Free Peoples,Shire,1,Possession,"Bearer must be Bilbo, Frodo, or Sam. Maneuver: If bearer is Bilbo or Frodo, exert him to make another companion resistance +2 until the regroup phase. If bearer is Sam, each time he wins a skirmish, you may remove a burden.",LOTR-EN00S084.0
11R173,11,11 - Shadows,Rare,R,173,"Sting, Weapon of Heritage",Free Peoples,Shire,1,Possession,"Bearer must be Bilbo, Frodo, or Sam. Maneuver: If bearer is Bilbo or Frodo, exert him to make another companion resistance +2 until the regroup phase. If bearer is Sam, each time he wins a skirmish, you may remove a burden.",LOTR-EN11S173.0
1R313,1,1 - The Fellowship of the Ring,Rare,R,313,Sting,Free Peoples,Shire,1,Possession,Bearer must be Frodo. Fellowship: or Regroup: Exert Frodo to reveal an opponent's hand. Remove for each Orc revealed (limit ).,LOTR-EN01S313.0
30S47,30,30 - The Hobbit Draft Game: Main Deck,Starter,S,47,Sting,Free Peoples,Shire,1,Artifact,"Bearer must be Bilbo. Each time bearer wins a skirmish in which you played a [Dwarven] event, you may discard a condition.",HDG-EN30S047.0
18R35,18,18 - Treachery & Deceit,Rare,R,35,Sting of Shelob,Shadow,Gollum,10,Event,"To play, spot Shelob. The Free Peoples player chooses two companions. He or she then chooses to place one of those companions in the dead pile and return the other to his or her hand.",LOTR-EN18S035.0
5R39,5,5 - Battle of Helm's Deep,Rare,R,39,Stone Tower,Free Peoples,Gondor,1,Condition,Fortification.Plays to your support area. Skirmish: Exert 2 Men to transfer this condition from your support area to a minion skirmishing a Man.,LOTR-EN05S039.0
1R314,1,1 - The Fellowship of the Ring,Rare,R,314,Stone Trolls,Free Peoples,Shire,2,Condition,"Tale. To play, spot Bilbo. Plays on any character. Limit 1 per character. Each time bearer skirmishes a Troll or Uruk-hai, bearer is strength +3.",LOTR-EN01S314.0
10C64,10,10 - Mount Doom,Common,C,64,Stooping to the Kill,Shadow,Ringwraith,1,Condition,"While you have initiative, each of your minions is damage +1. Skirmish: Discard this condition to make a minion strength +2.",LOTR-EN10S064.0
4U320,4,4 - The Two Towers,Uncommon,U,320,Store-room,Free Peoples,Shire,1,Event,Regroup: Heal an unbound Hobbit once (or twice if you spot Gandalf).,LOTR-EN04S320.0
13R76,13,13 - Bloodlines,Rare,R,76,Storied Homestead,Free Peoples,Gondor,2,Condition,"When you play this, add a token here for each companion who has resistance 7 or more. Response: If a minion’s special ability is used, discard this condition or remove 2 tokens from here to cancel its effect.",LOTR-EN13S076.0
3C6,3,3 - Realms of the Elf-lords,Common,C,6,Storm of Argument,Free Peoples,Dwarven,1,Event,"Fellowship: Reveal a card at random from an opponent’s hand. Shuffle up to X cards from your discard pile into your draw deck, where X is the twilight cost of the card revealed.",LOTR-EN03S006.0
12U103,12,12 - Black Rider,Uncommon,U,103,Storming the Ramparts,Shadow,Orc,3,Event,"Toil 2. (For each character you exert when playing this, its twilight cost is –2.) Spot an minion to make the Free Peoples player discard one of his or her conditions from play.",LOTR-EN12S103.0
7C121,7,7 - Return of the King,Common,C,121,Stout Resistance,Free Peoples,Gondor,0,Event,Add a threat to make a Man strength +3.,LOTR-EN07S121.0
4U57,4,4 - The Two Towers,Uncommon,U,57,Stout and Strong,Free Peoples,Dwarven,0,Condition,"Each time a Dwarf wins a skirmish, you may place a token on this card. Skirmish: Make an unbound companion strength +1 for each token here (limit +3). Discard this condition.",LOTR-EN04S057.0
1C315,1,1 - The Fellowship of the Ring,Common,C,315,Stout and Sturdy,Free Peoples,Shire,1,Event,Maneuver or Skirmish: Heal a Hobbit.,LOTR-EN01S315.0
13S99,13,13 - Bloodlines,Starter,S,99,Stragglers,Shadow,Men,1,Condition,"When you play this, add a token here. Skirmish: Discard this from play or remove a token from here to make a minion strength +2 for each minion not assigned to a skirmish.",LOTR-EN13S099.0
8C114,8,8 - Siege of Gondor,Common,C,114,Straining Towards Us,Free Peoples,Shire,0,Event,Exert Frodo to remove for each Frodo signet you spot.,LOTR-EN08S114.0
9R22,9,9 - Reflections,Rare,R,22,Strands of Elven Hair,Free Peoples,Elven,1,Possession,"To play, spot a Dwarf. When you play this possession, add 2 tokens here. Fellowship: Discard this possession or remove an token from here to reveal the top card of your draw deck. If it is a or card, you may take it into hand.",LOTR-EN09S022.0
11R100,11,11 - Shadows,Rare,R,100,Strange-looking Men,Shadow,Men,4,Minion,Maneuver: Exert this minion to transfer a possession or condition borne by a character to another eligible bearer.,LOTR-EN11S100.0
12C146,12,12 - Black Rider,Common,C,146,Strange Device,Shadow,Uruk-hai,1,Event,Spot an minion to draw 3 cards. Then discard 2 cards from hand or discard an minion from hand.,LOTR-EN12S146.0
13C41,13,13 - Bloodlines,Common,C,41,Strange Meeting,Free Peoples,Gandalf,1,Condition,Each companion bearing a follower gains muster (and is strength +1 if that companion is a companion).,LOTR-EN13S041.0
11U52,11,11 - Shadows,Uncommon,U,52,Strange and Terrible,Shadow,Gollum,0,Event,Spot a minion at a mountain site to play a minion from your discard pile.,LOTR-EN11S052.0
8U78,8,8 - Siege of Gondor,Uncommon,U,78,Streaming to the Field,Shadow,Ringwraith,3,Condition,"For each Orc you can spot, the Free Peoples player must have an additional card in hand to have initiative. Skirmish: Discard this condition to make a Orc strength +2.",LOTR-EN08S078.0
18U140,18,18 - Treachery & Deceit,Uncommon,U,140,Streets of Bree,None,Site,,Site,"Dwelling. While the fellowship is at this site, followers cannot be transferred to a character.",LOTR-EN18S140.0
4U340,4,4 - The Two Towers,Uncommon,U,340,Streets of Edoras,None,Site,,Site,Sanctuary. Each ally may not participate in archery fire or skirmishes at Streets of Edoras.,LOTR-EN04S340.0
1C278,1,1 - The Fellowship of the Ring,Common,C,278,Strength Born of Fear,Shadow,Sauron,1,Condition,Plays to your support area. Skirmish: Remove to make a Orc strength +1.,LOTR-EN01S278.0
19P15,19,19 - Age's End,Promo,P,15,Strength In My Blood,Free Peoples,Gondor,1,Condition,"Bearer must be a fellowship companion. While bearer is a companion, he or she is damage +1.",LOTR-EN19S015.0
5U77,5,5 - Battle of Helm's Deep,Uncommon,U,77,Strength in Numbers,Shadow,Raider,0,Condition,"To play, spot a Southron. Plays to your support area. Maneuver: Discard this condition to add for each Man with ambush you spot.",LOTR-EN05S077.0
11C140,11,11 - Shadows,Common,C,140,Strength in Shadows,Shadow,Orc,1,Event,Make an minion strength +2 (or +4 if it is a lurker).,LOTR-EN11S140.0
4U82,4,4 - The Two Towers,Uncommon,U,82,Strength of Arms,Free Peoples,Elven,1,Condition,"Each time an Elf wins a skirmish, you may place an token on this card. Skirmish: Make a minion skirmishing an Elf strength -1 for each token here (limit -3). Discard this condition.",LOTR-EN04S082.0
1R115,1,1 - The Fellowship of the Ring,Rare,R,115,Strength of Kings,Free Peoples,Gondor,0,Event,"Response: If a Skirmish: event is played during a skirmish involving a Man, cancel that event.",LOTR-EN01S115.0
1C85,1,1 - The Fellowship of the Ring,Common,C,85,Strength of Spirit,Free Peoples,Gandalf,1,Event,"Spell. Response: If a companion is about to exert, spot Gandalf to place no token for that exertion.",LOTR-EN01S085.0
2R80,2,2 - Mines of Moria,Rare,R,80,Stricken Dumb,Shadow,Ringwraith,2,Event,Maneuver: Exert The Witch-king to discard a tale or weapon.,LOTR-EN02S080.0
7U252,7,7 - Return of the King,Uncommon,U,252,Strong Arms,Free Peoples,Rohan,1,Condition,"To play, spot a Man. Plays on a site. This site is a Plains. Each Man is strength +1 at this site.",LOTR-EN07S252.0
19P20,19,19 - Age's End,Promo,P,20,Strong Tentacle,Shadow,Moria,3,Minion,Tentacle. This minion cannot bear possessions. Discard this minion from play if not at a marsh. This minion is strength +1 for each tentacle you spot.,LOTR-EN19S020.0
7R122,7,7 - Return of the King,Rare,R,122,Strong and Old,Free Peoples,Gondor,1,Condition,"To play, spot 2 Men. The twilight cost of each of your fortifications is –1. Response: If an opponent is about to control a site, discard 2 fortifications to prevent this.",LOTR-EN07S122.0
8C47,8,8 - Siege of Gondor,Common,C,47,Stronger and More Terrible,Free Peoples,Gondor,1,Condition,"To play, add a threat. Each time your Wraith wins a skirmish, you may remove a threat.",LOTR-EN08S047.0
7R314,7,7 - Return of the King,Rare,R,314,Stronghold of Cirith Ungol,Shadow,Sauron,1,Condition,"Response: If your minion wins a skirmish, place a token here (limit 1 per site). Regroup: Add for each token here. Discard this condition.",LOTR-EN07S314.0
7R206,7,7 - Return of the King,Rare,R,206,Stronghold of Minas Morgul,Shadow,Ringwraith,1,Condition,"Response: If your minion wins a skirmish, place a token here (limit 1 per site). Regroup: Spot 3 tokens here to exhaust the Ring–bearer. Discard this condition.",LOTR-EN07S206.0
4U101,4,4 - The Two Towers,Uncommon,U,101,Stump and Bramble,Free Peoples,Gandalf,1,Event,"Maneuver: Spot an minion and an Ent ally. Until the regroup phase, that ally is damage +2 and participates in archery fire and skirmishes.",LOTR-EN04S101.0
15R141,15,15 - The Hunters,Rare,R,141,Sturdy Shield,Free Peoples,Rohan,2,Possession,"Bearer must be a Man. While no opponent controls a site, bearer is strength +1. Regroup: Discard this to liberate a site (or two sites if bearer is mounted).",LOTR-EN15S141.0
15C8,15,15 - The Hunters,Common,C,8,Sturdy Stock,Free Peoples,Dwarven,1,Event,"Make a Dwarf strength +2 (or if you can spot a hunter minion, strength +1 and damage +1 for each hunter minion you can spot).",LOTR-EN15S008.0
13R8,13,13 - Bloodlines,Rare,R,8,Subterranean Homestead,Free Peoples,Dwarven,2,Condition,"To play, exert 2 Dwarves. When you play this, add a token here for each mountain site and each underground site on the adventure path. Skirmish: Discard this from play or remove 2 tokens from here to make a Shadow player discard the top card of his or her draw deck.",LOTR-EN13S008.0
3R80,3,3 - Realms of the Elf-lords,Rare,R,80,Such a Little Thing,Shadow,Moria,0,Event,Maneuver: Spot a minion to wound Boromir 3 times. The Free Peoples player may discard 2 Free Peoples possessions to prevent this.,LOTR-EN03S080.0
12U132,12,12 - Black Rider,Uncommon,U,132,Sudden Fury,Free Peoples,Shire,2,Condition,"Each time a companion loses a skirmish, add a token here. Skirmish: Remove a token from here to make a companion strength +1.",LOTR-EN12S132.0
15U51,15,15 - The Hunters,Uncommon,U,51,Sudden Strike,Shadow,Gollum,2,Event,"Spot Gollum or Sméagol to play a minion from your draw deck. If that minion is a minion, you may also play a Shadow possession or Shadow condition from your draw deck.",LOTR-EN15S051.0
10U35,10,10 - Mount Doom,Uncommon,U,35,Suffered Much Loss,Shadow,Isengard,2,Condition,"Each site on the adventure path is a battleground. While you have initiative, each Uruk-hai is strength +1.",LOTR-EN10S035.0
1C362,1,1 - The Fellowship of the Ring,Common,C,362,Summit of Amon Hen,None,Site,,Site,"When the fellowship moves to Summit of Amon Hen, each Shadow player may draw a card for each burden.",LOTR-EN01S362.0
17C55,17,17 - Rise of Saruman,Common,C,55,Sunland Guard,Shadow,Men,3,Minion,Maneuver: Exert this minion to play a minion (or 2 if you spot 6 companions) from a possession as if from hand.,LOTR-EN17S055.0
17R56,17,17 - Rise of Saruman,Rare,R,56,Sunland Scout,Shadow,Men,4,Minion,This minion is strength +1 for each possession with a minion stacked on it. Maneuver: Spot a possession and discard this minion from play to discard a condition.,LOTR-EN17S056.0
17C57,17,17 - Rise of Saruman,Common,C,57,Sunland Skirmisher,Shadow,Men,2,Minion,"This minion is strength +1 for each minion stacked on each possession. At the start of your maneuver phase, you may play a minion stacked on a possession as if from hand.",LOTR-EN17S057.0
17R58,17,17 - Rise of Saruman,Rare,R,58,Sunland Sneak,Shadow,Men,6,Minion,This minion is twilight cost -1 for each minion stacked on a possession.,LOTR-EN17S058.0
17C59,17,17 - Rise of Saruman,Common,C,59,Sunland Trooper,Shadow,Men,3,Minion,This minion is strength +2 for each possession with a minion stacked on it. Maneuver: Spot X minions stacked on a possession and discard this minion to add .,LOTR-EN17S059.0
17C60,17,17 - Rise of Saruman,Common,C,60,Sunland Warrior,Shadow,Men,3,Minion,Maneuver: Spot a possession and discard this minion from play to make each minion you spot strength +2 until the start of the regroup phase.,LOTR-EN17S060.0
17R61,17,17 - Rise of Saruman,Rare,R,61,Sunland Weaponmaster,Shadow,Men,6,Minion,"To play, spot 2 Men. While this minion bears a possession, he is strength +2 for each Free Peoples culture you can spot.",LOTR-EN17S061.0
4R290,4,4 - The Two Towers,Rare,R,290,Supplies of the Mark,Free Peoples,Rohan,0,Condition,Fellowship: Add and place a villager from hand beneath your draw deck to heal a ally.,LOTR-EN04S290.0
7U123,7,7 - Return of the King,Uncommon,U,123,Support of the City,Free Peoples,Gondor,0,Condition,Fellowship: Play a Man to place a token here. Fellowship: Play a companion. That companion’s twilight cost is –1 for each token here. Discard this condition.,LOTR-EN07S123.0
1U64,1,1 - The Fellowship of the Ring,Uncommon,U,64,Support of the Last Homely House,Free Peoples,Elven,1,Event,"Maneuver: Exert an Elf ally whose home is site 3. Until the regroup phase, that ally is strength +3 and participates in archery fire and skirmishes.",LOTR-EN01S064.0
4C83,4,4 - The Two Towers,Common,C,83,Supporting Fire,Free Peoples,Elven,1,Event,Skirmish: Make an Elf strength +2 (or +3 if you spot 3 Elf companions).,LOTR-EN04S083.0
12U147,12,12 - Black Rider,Uncommon,U,147,Suppressing Uruk,Shadow,Uruk-hai,4,Minion,"Damage +1. While there is a companion in the dead pile, each unbound companion is resistance –4.",LOTR-EN12S147.0
7R169,7,7 - Return of the King,Rare,R,169,Surging Up,Shadow,Raider,1,Condition,Regroup: Exert an Easterling and discard this condition to make the move limit -1 for this turn. The Free Peoples player may add 2 burdens to prevent this. Skirmish: Discard this condition to heal an Easterling.,LOTR-EN07S169.0
18U104,18,18 - Treachery & Deceit,Uncommon,U,104,Surrendered Weapons,Free Peoples,Rohan,0,Condition,"Each time the fellowship moves, you may spot a companion to discard a possession a character is bearing from play. Skirmish: Add to transfer a possession borne by a companion to another eligible bearer.",LOTR-EN18S104.0
11U218,11,11 - Shadows,Uncommon,U,218,Surrounded by Wraiths,Shadow,Ringwraith,1,Condition,"To play, spot a Nazgûl. Each time the Free Peoples player plays a companion, that companion is exhausted unless the Free Peoples player pays its twilight cost again.",LOTR-EN11S218.0
6C10,6,6 - Ents of Fangorn,Common,C,10,Suspended Palaces,Free Peoples,Dwarven,2,Condition,"When you play this condition, you may spot a Dwarf to place 2 tokens here. Fellowship: Discard this condition or remove a token from here to stack the top card of your draw deck on a condition that has a card stacked on it.",LOTR-EN06S010.0
7R170,7,7 - Return of the King,Rare,R,170,Suzerain of Harad,Shadow,Raider,6,Minion,"Southron. Archer. While you have initiative, the Ring-bearer may not take wounds during the archery phase and this minion is ambush .",LOTR-EN07S170.0
1U65,1,1 - The Fellowship of the Ring,Uncommon,U,65,Swan-ship of the Galadhrim,Free Peoples,Elven,1,Event,"Maneuver: Exert an Elf ally whose home is site 6. Until the regroup phase, that ally is strength +3 and participates in archery fire and skirmishes.",LOTR-EN01S065.0
14R11,14,14 - Expanded Middle-Earth,Rare,R,11,Swarming Hillman,Shadow,Men,3,Minion,"At the start of the regroup phase, if you can spot more Man characters than any other race, make the move limit –1 this turn.",LOTR-EN14S011.0
10C65,10,10 - Mount Doom,Common,C,65,Swarming Like Beetles,Shadow,Ringwraith,0,Condition,Maneuver: Spot a Orc and remove a threat to wound an unwounded companion.,LOTR-EN10S065.0
